review,sentiment
"Serdecznie polecam Renault lagune 3 generacji, pomimo wad jej poprzedniczki, samochod bardzo wygodny, wysoki komfort jazdy",1
ciekawe rozwiazania mnustwo schowkow ciekawa stylizacja,1
Dobry samochód dla rodziny na wakacyjne wypady. Może pakownością nie powala bo to HB ale jaknajbardziej z rodziną można się zapakować mając nawet instalację LPG.,0
Mieszane uczucia. Myślałem że będzie lepiej.,1
Samochód mnie zawiódł ,0
"Ogólnie-gwarancja 7 lat to tylko w reklamie ,serwis bardzo słaby , nie polecam",0
piekne auto,1
jak na takie autko to i w takim wieku zachowuje się dość dobrze trochę za dużo pali,0
zbyt duze spalanie paliwa,0
Samochód jak dla mnie za bardzo awaryjny. ,0
jako tako,0
kupiłem używany i nie żałuję!,1
"Mam wrazenie ze mam do czynienia z debilami,przeciez to gówniany van dla starego dziada a wy sie podniecacie!!!",0
JP,1
Bardzo dobry samochód za małe pieniadze.Tluke go od 4 lat właściwie tylko po miescie i wszystko działa.,1
Polecam wszystkim którzy poszukują taniego niezawodnego autka ,1
"Auto oceniam na średnim poziomie, dotychczasowa dziewięcioletnia eksploatacja na tyle mnie zmęczyła, że zdecydowałem auto w tym roku sprzedać. Nazbyt hałaśliwe i średnio-wygodne.",0
"Autko nie jest złe...............niestety ja od auta oczekuje zupełnie czego innego....stąd niska ocena....dla emeryta w sam raz, nada się też dla słabo i mało jeżdżącej kobiety.",0
Fajny samochód tylko pali jak smok,1
"Fajne autko, dużo wad i duża utrata wartości, zła opinia o silnikach 1,4 TSI 160KM",0
"Nigdy wiecej niemiecki ""technologii""",0
Samochód godny polecenia,1
Kupiłem bo żonie się podobał,0
Porażka ,0
dobry samochód gotowy do codziennego użytkoania,1
"Solidne dobrze wyposażone auto,za niewysoką cenę.",1
Ford C Max z 1.6 DCI.Mam go od pół roku .Jestem zadowolony.Doskonale sprawdza sie jako auto rodzinne 2+2.Polecam..,1
dobre autko ,1
"Cudowny samochód, do miasta i na trasy",1
"Fajne auto w rozsądnej cenie, naprawdę fabryczny gaz. Jak na razie bez uwag.",1
ogulnie drogie w utrzymaniu ,0
"polecam do rozwazenia to auto przy zakupie. ja jestem bardzo zadowolony, kolejne tez bym je kupil.",1
Ogólnie ok. Samochód dość pakowny,0
elegancja i gracja w wyglądzie lecz trzeba dopracować wnętrze,0
Dobry samochód za niewielkie pieniądze ,1
"Auto dobre na początek, tanie i nie szkoda go gdzieś wgnieść, zarysować, czy obić. Ale na dłuższą metę męczące. Po Niemcu spodziewałem się więcej.",0
"Zdecydowanie polecam Nissana Almerę osobom szukającym taniego, niezawodnego i bezpiecznego pojazdu z całkiem pojemnym bagażnikiem, świetnymi hamulcami i genialnym układem jezdnym.",1
"Auto z salonu w UK jeżdżone w UK. Nigdy więcej Peugeota, 16letni focus jest mniej awaryjny",0
"znakomity, super wygodny samochód zarówno do jazdy miejskiej, jak i na dalekie podróże; bardzo elastyczny i mocny silnik - z 1.4 wyciąga aż 160 koni",1
Odradzam zakup wersji mixt dramata!,0
"Przez ostatnie 7 lat jeździłem mondeo mkII 1,8td 98' ghia i szczerze mówiąc nissan tylko silnik ma lepszy - mocniejszy. układem jezdnym i komfortem przegrywa i to bardzo.",0
Bardzo doby samochód ,1
"Bardzo bym się zastanowił nad ponownym kupnem, widocznie źle trafiłem ( taki egzemplarz, czarna owca)",0
"pierwszy właściciel, bardzo mały przebieg, ładny czerwony kolor",1
dobrze,1
ok.,1
Gorzej wyglądał niż faktycznie z nim było :),0
"auto super sprawia się na trasie.bez zarzutów, super spalanie .Ogólna oena 5.. ",1
"Silnik bardzo dobry , chociaż musiałem wymienić kilka elementów ( np. EGR ) .Natomiast beznadziejne jest zawieszenie . Od przebiegu 90.000 km stałem się kilka razy w roku klientem warsztatów. ",0
Samochód dla kowalskiego,0
Raczej nie mimo iż była to wersja by loeb to jak na tą masę samochodu szału nie ma dupy nie urywa a spalanie na piziomie c5 2000 litry 140km.,1
"beznadziejny samochod ,nigdy wiecej !!!!!. Nie dac sie uwiesc sprzedawca tego typu samochodu",0
Spierdolone to zycie,0
Takie sobie autko,0
Lipa,0
toporny,0
"Być może nie jest złym autem, ale mi osobiście trafił się taki który ciągle coś się psuje. A dbam o auto i kupuje zawsze droższe części, nie najtańsze.",0
"Świetny samochód. Pełnię komfortu jego eksploatacji zakłóca zbędny, niedopracowany technicznie gadżet tzn czujniki ciśnienia powietrza w oponach.",1
Pojemny bagażnik. Dość wygodnie podróżuje się nim na długich odcinkach. W miarę oszczędny silnik.,1
Silnik 2.0 benzyna + skrzynia CVT to najgorszy wybór. ,0
Nie polecam raczej. Auto prowadzi się przyjemnie ale do komfortu daleka droga.,0
"Nieudany zakup. Tani w zakupie, ale drogi w eksploatacji i awaryjny.",0
"Mimo drobiazgów, uważam ze auto fajne, i warte zakupu",1
Ok,1
"Ogólnie samochód mam od nowości (9 lat) i nie było poważniejszej awarii. Warto zainwestować w nowy, jeżeli ktoś jeździ głównie po mieście i planuje się z nim nie rozstawać przez dłuższy czas. ",0
Jakby nie elektronika i delikatne zawieszenie to byłoby idealne rodzinne autko.,0
LEPIEJ NOWE TIPO NIZ UZYWKA Z ZAGRANICY,1
dobre auto za rozsądną cenę ,1
fajna bryczka szkoda że nie 4x4,1
"Nie polecam tego samochodu jest on bardzo brzydki z wyglądu jak i środku ,od jakiegoś czasu zaczyna rdzewiec . ",0
Nigdy więcej VW i jemu podobnych.,0
"Jestem bardzo zadowolony, małe sprytne autko.",1
"Świetne auto, z którego niejedna rodzina będzie zadowolona! Dzieciaki pokochają wnętrze, a tatusiowie bezawaryjność 1.8 16V 100KM",1
Świetny samochód ,1
Ogólna ocena dobra. Duże i w miarę wygodne auto. Nie ma problemu z zapakowaniem się z rodziną a czasem w 7 osób. Ogólnie polecam.,1
"Nie polecam, chyba że starszym państwo.",0
bardzo przyjemny i bezawaryjny samochodzik,1
Polecam umówić się na jazdę próbną ,1
Jedyne plusy to wygląd. ,0
Bardzo dobry samochód i bdb silnik o skrzyni nie wspomnę dziwi mnie że ludzie kupują samochody z manualną skrzynią biegów Dla mnie cała przyjemność z jazdy to automat ,1
daremne,0
Auto warte uwagi.mam wersje 90 konną gdyby miała 105km byłoby jeszcze lepiej,1
Nie kupię juz tego samochodu z tym silnikiem to porażka,0
auto super,1
pozytywne wrażenia,1
niezle auto ,1
Bardzo dobre auto,1
"Dobre warunki finansowe zakupu. Samochód wygodny, przestronny i dobrze wyposażony bez dodatkowych opłat. Mało pali.",1
polecam,1
Spoko do jazdy na codzien,1
"Mam to auto 6 lat. Co do silnika nie mam zastrzezen, po prostu niedo zajechania, nawet bez oleju.",0
Kuriozum- producent nie umie naprawić klimatyzacji w nowym samochodzie !!!!,0
"Zbyt duże zużycie oleju, mało wygodne wnętrze,zbyt dużo mało praktycznej elektroniki",0
"Toporny w obsłudze , kompakt, z wielkim bagażnikiem i ciasnym wnętrzem.",1
Samochód ten jest bardzo dobry jak ma swój wiek. Silnik bardzo dobry. Tylko skrzynia biegów trochę słaba.,1
Auto nie warte prawie 40.000.,0
Jest dobrze ale marka vw to juz nie to co kiedyś ,1
"Dość awaryjne auto, drogi serwis",0
OK,0
"daje najwyzszee oceny poniewaz w ciagu prawie juz 3 lat mnie nie zawiodlo, codzienne dojazdy do pracy ok. 50 km w jedna strone",1
Polecam. Ważne żeby egzemplaż był zadbany i zero korozi,1
ogólna ocena:dobry samochód dla niemajętnych,1
"Auto jest bardzo dobre, polecam go do miasta : mały, zwinny, zrywny. ",1
Bardzo pakowny sprawny samochód bez wiekszych wad,1
"Zawsze jeździłem autami japońskimi, bo nie mam czasu na wizyty u mechaników.",1
Samochód bardzo dobry.,1
"Polecam autko każdemu, kto potrzebuje pojemnego, a jednocześnie nie ogromnego samochodu. Nadaje się i na długie, i na krótkie trasy. Mało awaryjne. ",1
Porażka.,0
....mam nadzieje że więcej niespodzianek nie będzie ,1
Kocham ten samochód :),1
"MPV jest fajnym autem ale ma jedną wadę - KOROZJA :( pojawia się wszędzie (podwozie, nadwozie) . Silnik żwawy, siedem miejsc, w trasie jak na tak duże auto jest zadowalające 8.5 L/100 km.",0
Samochód niedopracowany z licznymi drobnymi niedoróbkami i wadami. Cena stosunkowo wysoka w stosunku do jakości,0
Auto bardzo dobre. Pakowne ale na dłuższe trasy się nie nadaje. Rekompęsuje to niezawodnością.,1
samochód dobry ale awaryjny,0
100 ptk na 1 ptk,1
Jest on bardzo dobry ,1
Miałem kupować znowu audi a4 ale b8. Przejechałem się peugeotem zmieniłem zdanie.,1
"średnie auto,dosyć kłopotliwe w codziennym funkcjonowaniu.",0
"- auto średnio godnę polecenia, choć wersja transporter bardzo popularna w firmach w polsce.",0
Nie jestem przekonany czy kupiłbym opla zaś. Jestem trochę rozczarowany auto roku za 75000zł. ,0
"Auto radzi sobie dobrze. Kupiłem dla syna jako pierwsze auto. Włożyliśmy parę groszy aby jeździł bezpiecznie , jest zadowolony. Polecam ",1
Ogulnie oceniam na bdb,1
Polecam zakup citroen c1 ,1
